;SYS;SE1;SE2;SE3;SE4;FI;DK1;DK2;Oslo;Kr.sand;Bergen;Molde;Tr.heim;Troms›;EE;LV;LT
05-07-2014;223,03;225,22;225,22;225,22;225,22;318,2;237,23;237,23;213,24;213,24;213,24;225,22;225,22;225,22;318,07;318,07;318,07
06-07-2014;208,36;214,77;214,77;214,77;214,77;225,7;214,77;214,77;205,24;205,24;205,24;214,77;214,77;214,77;235,2;285,2;285,2
07-07-2014;234,72;248,35;248,35;248,35;248,35;304,2;282,74;282,74;212,7;212,7;212,7;248,15;248,15;248,15;391,72;458,52;458,52
08-07-2014;228,74;241,17;241,17;241,17;241,17;319,08;245,85;245,85;212,96;212,96;212,96;241,17;241,17;241,17;452,72;456,15;456,15
09-07-2014;218,61;230,82;230,82;230,82;230,82;299;230,82;230,82;209,45;209,45;209,45;230,82;230,82;228,35;300,41;478,42;478,42
10-07-2014;231,14;248,61;248,61;248,61;248,61;284,33;265,11;265,11;213,03;213,03;213,03;248,61;248,61;233,13;287,91;404,2;404,2
11-07-2014;234,22;251,68;251,68;251,68;251,68;299,37;263,68;263,68;214,23;214,23;214,23;251,67;251,67;237,02;358,4;388,83;388,83
12-07-2014;224,46;243,61;243,61;243,61;243,61;280,32;249,99;249,99;213,76;213,76;213,76;243,18;243,18;233,68;311,88;368,57;368,57
13-07-2014;208,98;214,6;214,6;214,6;214,6;244,61;215,49;215,49;205,76;205,76;205,76;214,6;214,6;212,78;265,7;474,24;474,24
14-07-2014;230,77;242,14;242,14;242,14;242,14;309,07;242,14;242,14;212,31;212,31;212,31;242,08;242,08;233,22;312,5;473,65;473,65
15-07-2014;243,02;260,61;260,61;260,61;260,61;323,23;275,78;275,78;222,1;222,1;222,1;260,61;260,61;247,64;323,23;553,28;553,28
16-07-2014;246,97;262,19;262,19;262,19;262,19;322,04;299,94;299,94;225,72;225,72;225,72;262,04;262,04;248,57;322,04;447,29;447,29
17-07-2014;245,92;261,14;261,14;261,14;261,14;332,99;304,42;304,42;224,74;224,74;224,74;261,14;261,14;253,73;440,06;469,67;469,67
18-07-2014;242,62;259,58;259,58;259,58;259,58;340,45;299,24;299,24;223,69;223,69;223,69;259,58;259,58;259,58;440,58;477,78;477,78
19-07-2014;230,93;241,1;241,1;241,1;241,1;291,03;241,1;241,31;225,45;225,45;225,45;241,1;241,1;241,1;397,73;487,42;487,42
20-07-2014;208,22;204,58;204,58;204,58;204,58;289,38;203,32;204,58;201,56;201,56;201,56;204,58;204,58;204,58;1044,76;1044,76;1044,76
21-07-2014;235,59;238,6;238,6;238,6;238,6;322,89;238,6;238,6;222,84;222,84;222,84;238,6;238,6;238,6;324,36;520,21;520,21
22-07-2014;245,57;254,86;254,86;254,86;254,86;318,54;254,86;254,86;230,57;230,57;230,57;254,86;254,86;254,86;318,54;462,73;462,73
23-07-2014;247,93;254,72;254,72;254,72;254,72;334,47;254,72;254,72;230,25;230,25;230,25;254,72;254,72;254,72;334,47;452,48;452,48
24-07-2014;245,56;254,8;254,8;254,8;254,8;338,03;256,35;256,35;235,41;235,41;235,41;251,85;251,85;251,85;338,03;501;501
25-07-2014;250,34;256,83;256,83;256,83;263,07;358,74;273,55;273,55;239,59;239,59;239,59;256,83;256,83;256,83;358,74;482,44;482,44
26-07-2014;253,34;254,07;254,07;254,07;254,07;316,26;263,4;263,68;244,38;244,38;244,38;253,71;253,71;253,71;502,15;540,16;540,16
27-07-2014;250,76;258,43;258,43;258,43;258,43;285,63;251,75;258,69;243,51;243,51;243,51;258,43;258,43;258,43;490;491,05;491,05
28-07-2014;264,94;271,61;271,61;271,61;281,45;312,04;283,44;283,62;251,68;251,68;243,99;271,25;271,25;271,25;312,04;514,65;514,65
29-07-2014;266,36;276,43;276,43;276,43;285,44;296,86;285,99;286,32;257,08;257,08;245,55;269,1;269,1;269,1;296,86;521,21;521,21
30-07-2014;262,19;272,28;272,28;272,28;272,49;322,56;272,49;272,49;252,07;252,07;248,85;268,1;268,1;268,1;322,56;770,32;770,32
31-07-2014;260,36;264,76;264,76;264,76;264,76;324,93;264,76;264,76;249,45;249,45;249,45;264,76;264,76;264,76;324,93;510,5;510,5
01-08-2014;260,77;262,76;262,76;262,76;262,76;365,12;262,61;262,78;249,92;249,92;249,92;262,43;262,43;262,43;365,12;503,4;503,4
02-08-2014;246,73;244,59;244,59;244,59;244,59;319,22;244,59;244,59;244,48;244,48;244,48;244,59;244,59;244,59;319,22;380,34;380,34
03-08-2014;248,23;247,48;247,48;247,48;247,48;304,2;247,48;247,48;245,42;245,42;245,42;247,48;247,48;247,48;304,2;454,75;454,75
04-08-2014;268,19;301,64;301,64;301,64;301,64;347,41;301,82;301,82;245,83;245,84;245,83;276,22;276,22;276,22;347,41;499,02;499,02
05-08-2014;271,7;306,18;306,18;306,18;306,18;363,05;306,18;306,18;245,39;246,97;245,39;282,23;282,23;282,23;363,05;708;708
06-08-2014;272,31;318,01;318,01;318,01;318,01;374,61;318,01;318,01;242,97;242,97;242,97;279,22;279,22;279,22;374,61;780,12;780,12
07-08-2014;274,35;309,73;309,73;309,73;309,73;362,93;309,73;309,73;243,89;244,5;243,89;280,49;280,49;280,49;362,93;669,56;669,56
08-08-2014;271,97;325,89;325,89;328,55;328,55;370,87;442,08;328,55;237,27;237,27;237,27;279,77;279,77;279,77;370,87;628,58;628,58
09-08-2014;243,19;268,73;268,73;268,73;268,73;289,47;235,82;268,73;227,61;227,66;227,61;268,73;268,73;268,73;295,93;446,02;446,02
10-08-2014;241,11;256,85;256,85;256,85;256,85;283,58;227,97;256,85;230,11;230,31;230,11;256,85;256,85;256,85;320,6;390,84;390,84
11-08-2014;248,61;265,71;265,71;265,71;265,71;331,44;188,21;250,57;226,49;226,49;226,49;264,36;264,36;264,36;338,63;579,85;579,85
12-08-2014;262,33;289,44;289,44;289,44;289,44;331,94;236,79;289,44;236,79;236,79;236,79;279,31;279,31;276,91;331,94;552,49;552,49
13-08-2014;268,8;306,95;306,95;306,95;306,95;324,94;263,04;306,95;239,58;239,58;239,58;275,79;275,79;274,97;324,94;520,79;520,79
14-08-2014;269,66;297,95;297,95;297,95;297,95;345,94;278,29;297,95;243,88;243,88;243,88;283,53;283,53;283,53;346,88;487,97;487,97
15-08-2014;270,29;287,74;287,74;287,74;287,74;353,85;286,93;287,74;247,91;247,91;247,91;279,96;279,96;279,96;373,82;467,9;467,9
16-08-2014;251,94;264;264;264;264;282,91;243,71;264;245,18;245,18;245,18;264;264;264;389,45;389,45;389,45
17-08-2014;244,42;258,25;258,25;258,25;258,25;280,99;70,49;258,25;240,23;240,23;240,23;258,25;258,25;258,25;280,99;280,99;280,99
18-08-2014;267,73;274,89;274,89;274,89;274,89;318,02;257,69;274,89;247,97;247,97;247,97;273,14;273,14;273,14;318,02;424,38;424,38
19-08-2014;272,65;281,49;281,49;281,49;281,49;320,74;231,24;281,49;252,35;252,35;252,35;281,49;281,49;281,48;320,74;418,77;418,77
20-08-2014;268,62;291,72;291,72;291,72;293,19;306,13;222,11;291,27;244,48;244,48;244,48;291,72;291,72;288,75;306,13;322,21;322,21
21-08-2014;271,87;292,48;292,48;292,48;295,04;305,1;267,49;292,39;243,24;243,24;243,24;286,4;286,4;286,4;305,1;435,46;435,46
22-08-2014;269,31;292,2;292,2;292,2;292,2;294,22;257,05;292,2;243,92;243,92;243,92;283,15;283,15;283,15;294,22;425,4;425,4
23-08-2014;250,61;265,74;265,74;265,74;265,74;271,8;249,3;263,63;242,54;242,54;242,54;265,74;265,74;265,74;271,8;276,61;276,61
24-08-2014;248,09;262,93;262,93;262,93;262,93;267,87;224,28;262,93;239,86;239,86;239,86;261,78;261,78;261,78;267,87;367,64;367,64
25-08-2014;275,83;300,52;300,52;300,52;300,52;334,66;295,93;300,52;247,2;247,2;247,2;283,71;283,71;283,71;334,66;372,84;372,84
26-08-2014;296,17;334,88;334,88;334,88;337,7;335,03;333,79;337,7;266,53;266,53;255,96;286,64;286,64;285,44;335,03;426,19;426,19
27-08-2014;286,65;302,2;302,2;302,2;308,56;302,7;308,56;308,56;263,84;263,84;255,59;281,63;281,63;281,32;302,7;443,41;443,41
28-08-2014;281,6;296,26;296,26;296,26;298,22;297,88;296,02;298,22;261,49;261,49;253,76;283,94;283,94;283,94;297,88;425,43;425,43
29-08-2014;275,95;292,53;292,53;292,53;292,53;300,31;291,94;292,53;256,2;256,2;256,2;285,83;285,83;285,83;300,31;453,44;453,44
30-08-2014;265,27;273,95;273,95;273,95;273,95;274,65;261,14;273,95;258,5;258,5;258,5;273,95;273,95;273,95;274,65;379,89;379,89
31-08-2014;267,36;272,23;272,23;272,23;272,23;274,23;266,36;272,23;262,35;262,35;262,35;272,23;272,23;272,23;280,85;283,21;283,21
01-09-2014;284,31;304,32;304,32;304,32;304,32;314,5;303,91;304,98;260,38;260,38;260,38;304,05;304,05;304,05;314,5;393,33;393,33
02-09-2014;289,78;308,85;308,85;308,85;308,85;314,67;308,24;309,35;267,95;267,95;267,95;308,14;308,14;308,14;314,67;451,96;451,96
03-09-2014;284,05;299,89;299,89;299,89;299,89;301,61;296,12;299,89;267,67;267,67;267,67;299,89;299,89;299,89;301,61;449,72;449,72
04-09-2014;281,32;291,25;291,25;291,25;291,25;295,93;288,86;291,58;269,02;269,02;269,02;291,25;291,25;291,25;295,93;466,24;466,24
05-09-2014;289,3;304,58;304,58;304,58;304,58;311,16;305,2;308,83;272,04;272,04;272,04;304,58;304,58;304,58;311,16;456,47;456,47
06-09-2014;274,77;280,18;280,18;280,18;280,18;282,79;272,77;280,19;269,84;269,84;269,84;280,18;280,18;280,18;282,79;397,65;397,65
07-09-2014;274,46;280,56;280,56;280,56;280,56;281,04;274,53;280,56;268,98;268,98;268,98;280,56;280,56;280,56;302,32;361,07;361,07
08-09-2014;282,77;298,26;298,26;298,26;315,24;309,2;289,17;331,26;265,47;265,47;265,47;296,24;296,24;296,24;309,2;463,52;463,52
09-09-2014;281,52;296,46;296,46;296,46;296,46;299,98;278,17;315,74;264,65;264,65;264,65;293,23;293,23;293,23;299,98;474,41;474,41
10-09-2014;283,79;290,32;290,32;290,32;290,32;359,77;304,31;316,86;264,89;264,89;264,89;290,32;290,32;290,32;455,43;506,08;506,08
11-09-2014;286,7;299,93;299,93;299,93;299,93;321,97;332,25;332,44;265,39;265,39;265,39;299,8;299,8;296,38;531,32;531,32;531,32
12-09-2014;283,92;306,58;306,58;306,58;306,58;312,74;320,15;320,15;266,53;266,53;266,53;306,58;306,58;306,58;518,76;518,76;518,76
13-09-2014;280,63;288,56;288,56;288,56;288,56;288,56;288,53;288,74;274,39;274,39;274,39;288,56;288,56;288,56;467,69;467,69;467,69
14-09-2014;277,71;282,16;282,16;282,16;282,16;282,16;280,65;281,26;274,11;274,11;274,11;282,16;282,16;282,16;515,59;515,59;515,59
15-09-2014;300,35;314,17;314,17;314,17;314,17;375,18;299,68;334,28;277,43;277,43;277,41;314,17;314,17;314,17;378,62;461,32;461,32
16-09-2014;310,48;331,27;331,27;331,27;331,27;371,83;330,82;342,66;283,28;283,28;283,2;326,77;326,77;326,77;438,09;519,15;519,15
17-09-2014;303,17;325,1;325,1;325,1;325,1;341,63;324,95;329,86;282,06;282,06;282,06;325,1;325,1;325,1;360,28;505,25;505,25
18-09-2014;304,75;326,71;326,71;326,71;326,71;334,09;326,59;337,89;282,31;282,31;282,31;326,71;326,71;326,71;334,09;517,05;517,05
19-09-2014;300,36;330,84;330,84;330,84;330,84;335,4;347,44;347,44;278,63;278,63;278,63;330,84;330,84;330,84;354,66;509,55;509,55
20-09-2014;286,37;297,69;297,69;297,69;297,69;297,69;314,75;314,75;276,56;276,56;276,56;297,69;297,69;297,69;308,22;404,95;404,95
21-09-2014;274,96;280,79;280,79;280,79;280,79;280,79;252,61;252,61;271,11;271,11;271,11;280,79;280,79;280,79;361,03;449,93;449,93
22-09-2014;279,29;287,32;287,32;287,32;287,32;290,51;236,09;240,04;273,85;273,85;273,65;287,32;287,32;287,32;290,51;506,52;506,52
23-09-2014;303,54;324,67;324,67;324,67;324,67;324,67;339,96;351,79;278,26;278,26;278,26;324,67;324,67;324,67;324,67;519,74;519,74
24-09-2014;297,21;314,28;314,28;314,28;314,28;328,26;300,15;308,14;278,57;278,57;278,57;314,28;314,28;314,28;328,26;523,66;523,66
25-09-2014;287,25;295,72;295,72;295,72;295,72;385,04;269,25;298,74;274,9;274,9;274,9;295,72;295,72;295,72;385,04;575,13;575,13
26-09-2014;274,02;276,82;276,82;276,82;276,82;335,41;262,72;288,19;268,63;268,36;268,63;276,82;276,82;276,82;335,41;474,99;474,99
27-09-2014;260;259,81;259,81;259,81;259,81;262,14;262,48;264,15;259,81;259,81;259,81;259,81;259,81;259,81;262,14;296,98;296,98
28-09-2014;264,84;265,22;265,22;265,22;265,22;277,5;261,99;261,99;263,57;263,57;263,57;265,22;265,22;265,22;277,5;365,61;365,61
29-09-2014;278,64;287,55;287,55;287,55;291,27;290,02;337,7;337,7;270,71;270,71;270,71;287,55;287,55;286,19;290,02;507,91;507,91
30-09-2014;291,57;302,95;302,95;302,95;311,04;305,44;372,84;372,84;271,83;271,83;271,83;302,95;302,95;296,97;305,44;527,36;527,36
01-10-2014;288,02;302,62;302,62;302,62;302,62;303,42;391,51;391,51;270,58;270,46;270,58;302,62;302,62;302,62;303,42;533,89;533,89
02-10-2014;288,21;303,53;303,53;304,33;304,33;307,85;365,78;378,78;266,3;266,3;266,3;303,53;303,53;303,53;307,85;526,23;526,23
03-10-2014;273,72;277,84;277,84;277,84;277,84;325,31;288,51;288,51;264,14;264,14;264,14;277,84;277,84;277,84;325,31;451,99;451,99
04-10-2014;261,81;264,65;264,65;264,65;264,65;266,2;253,2;257,03;259,94;259,94;259,94;264,65;264,65;264,65;266,2;483,49;483,49
05-10-2014;259,9;262,77;262,77;262,77;262,77;262,77;260,67;260,66;258,47;258,47;258,47;262,77;262,77;262,77;262,77;423,18;423,18
06-10-2014;264,28;272,61;272,61;272,61;272,61;301,58;248,21;284,25;256,67;256,67;256,67;272,61;272,61;272,61;301,58;501,09;501,09
07-10-2014;261,56;268,89;268,89;268,89;268,89;312,54;225,27;243,29;256,39;256,39;256,39;268,89;268,89;268,89;312,54;453,98;453,98
08-10-2014;264,8;272,07;272,07;272,07;272,07;286,35;240,75;291,99;256,32;256,32;256,32;272,07;272,07;272,07;286,35;470,68;473,18
09-10-2014;268,85;276,4;276,4;276,4;276,4;301,93;263,14;270,7;259,86;259,86;259,86;276,4;276,4;276,4;301,93;474,83;477,3
10-10-2014;264,23;269,6;269,6;269,6;269,6;310,46;256,79;267,57;255,85;255,85;255,85;269,6;269,6;269,6;310,46;504,86;507,3
11-10-2014;270,41;279,6;279,6;279,6;279,6;279,75;279,6;279,6;263,4;263,4;263,4;274,28;274,28;274,28;279,75;421,39;421,39
12-10-2014;266,93;271,68;271,68;271,68;271,68;271,68;271,66;271,68;262,21;262,21;262,21;271,68;271,68;271,68;387,77;387,77;387,77
13-10-2014;278,87;305,48;305,48;305,48;305,48;308,53;296,72;305,48;261,35;261,35;261,35;294,93;294,93;290,2;493,28;493,28;493,28
14-10-2014;281,59;294,59;294,59;294,59;294,59;297,24;294,99;297,76;267,15;267,15;267,15;294,59;294,59;293,63;491,86;491,97;491,97
15-10-2014;281,37;292,49;292,49;292,49;292,49;309,49;282,83;292,49;266,74;266,74;266,74;292,49;292,49;292,49;475,06;475,85;475,85
16-10-2014;286,31;304,99;304,99;304,99;304,99;340,42;302,21;304,99;265,1;265,1;265,1;304,99;304,99;304,99;474,39;474,39;474,39
17-10-2014;283,58;290,77;290,77;290,77;290,77;336,03;283,9;290,77;269,62;269,62;269,62;290,77;290,77;290,77;392,98;400,58;400,58
18-10-2014;264,23;266,12;266,12;266,12;266,12;328,47;259,41;266,12;259,41;259,41;259,41;266,33;266,33;266,33;334,54;334,54;334,54
19-10-2014;238,43;231,48;231,48;231,48;231,48;283,72;219,94;231,48;236,16;236,16;236,16;247,21;247,21;247,21;311,08;311,08;311,08
20-10-2014;239,35;238,43;238,43;238,43;238,43;333,89;198,46;218,57;224,36;224,36;224,36;265,89;265,89;265,89;347,46;347,54;347,54
21-10-2014;260,18;267,32;267,32;267,32;267,32;337,48;262,96;275,63;244,96;244,96;244,96;267,32;267,32;267,32;337,48;464,43;464,43
22-10-2014;257,49;257,33;257,33;257,33;257,33;420,95;253,88;257,38;241,37;241,37;241,37;257,33;257,33;264,47;420,95;445,13;445,13
23-10-2014;261,15;263,53;263,53;263,53;263,53;359,54;252,68;263,53;241,02;241,02;241,02;263,73;263,73;268,76;359,54;378,85;379,26
24-10-2014;235,6;235,46;235,46;235,46;235,46;309,51;209,04;235,46;209,04;209,04;209,04;242,97;242,97;251,45;309,51;354,74;363,74
25-10-2014;216,97;202,71;202,71;202,71;202,71;281,06;188,4;205,3;179,01;179,01;179,01;247,46;247,46;247,46;281,06;353,41;353,41
26-10-2014;177,09;150,98;150,98;150,98;150,98;225,51;143,59;150,98;144,13;144,13;144,13;233,48;233,48;233,52;225,51;408,27;408,27
27-10-2014;189,42;190,99;190,99;190,99;190,99;274,28;138,53;190,99;139,48;139,48;139,48;232,98;232,98;251,77;274,28;476,23;476,23
28-10-2014;179,39;191,56;191,56;191,56;191,56;279,79;51,23;191,56;51,23;51,23;51,23;254,54;254,54;254,54;279,79;477,15;477,15
29-10-2014;210,41;214,54;214,54;214,54;214,54;275,7;230,47;238,52;76,45;76,45;76,45;264,05;264,05;264,05;275,7;470,36;472,52
30-10-2014;243,72;254,35;254,35;254,35;254,35;307,94;290,16;294,36;178,18;178,18;178,18;263,07;263,07;263,07;307,94;487,57;491,91
31-10-2014;249,11;262,11;262,11;262,11;262,11;307,43;230,05;273,52;194,22;194,22;194,22;263,18;263,18;263,18;307,43;525,22;525,22
01-11-2014;196,2;183,86;183,86;183,86;183,86;289,64;177,56;183,86;171,07;171,07;171,07;235,35;235,35;235,39;289,64;397,28;397,28
02-11-2014;157,84;154,64;154,64;154,64;154,64;221,36;127,06;154,64;127,06;127,06;127,06;240,49;240,49;240,49;221,36;395,04;395,04
03-11-2014;186,51;192,97;192,97;192,97;192,97;205,49;155,07;192,97;154,7;154,7;154,7;252,73;252,73;252,73;205,49;261,87;261,87
04-11-2014;221,13;220,49;220,49;220,49;220,49;239,05;241,62;241,62;175,16;175,16;175,16;258,41;258,41;258,41;239,05;447,91;447,91
05-11-2014;256,27;262,21;262,21;262,21;262,21;336,46;249,79;262,28;220,69;220,69;220,69;266,07;266,07;266,07;336,46;485,43;485,43
06-11-2014;266,67;273,69;273,69;273,69;293,43;351,19;295,73;301,44;224,53;224,53;224,53;272,88;272,88;272,87;351,19;486,5;489,47
07-11-2014;261,28;265,02;265,02;265,02;265,02;400,28;247,01;265,02;231;231;231;267,2;267,2;267,2;400,28;517,38;517,38
08-11-2014;232,69;236,49;236,49;236,49;236,49;288,58;204,62;236,49;217,54;217,54;217,54;252,18;252,18;252,18;288,58;455,72;455,72
09-11-2014;217,94;217,33;217,33;217,33;217,33;219,05;184,44;217,33;205,83;205,83;205,83;248,94;248,94;248,94;219,05;394,71;394,71
10-11-2014;249,31;254,97;254,97;254,97;254,97;296,83;253,65;256,4;222,2;222,2;222,2;265,39;265,39;265,39;296,83;447,69;447,69
11-11-2014;253,87;258,74;258,74;258,74;258,74;301,68;255,27;258,74;232,01;232,01;232,01;267,96;267,96;267,96;301,68;496,88;496,88
12-11-2014;254,19;257,95;257,95;257,95;257,95;315,1;234,47;258,05;236,11;236,11;236,11;270,7;270,7;270,7;315,1;499,53;499,53
13-11-2014;262,74;265;265;265;265;365,62;361,59;361,59;249,77;249,77;249,77;269,71;269,71;269,71;365,62;466,89;466,89
14-11-2014;259,37;264,65;264,65;264,65;264,65;368,73;251,82;264,65;250,43;250,43;250,43;269,17;269,17;269,17;368,73;437,94;437,94
15-11-2014;244,03;247,3;247,3;247,3;247,3;247,33;218,28;247,3;237,83;237,83;237,83;256,82;256,82;256,82;247,33;279,4;279,4
16-11-2014;237,22;237,87;237,87;237,87;237,87;237,87;201,47;237,87;233,87;233,87;233,87;254,18;254,18;254,18;237,87;318,2;318,2
17-11-2014;261,61;263,35;263,35;263,35;263,35;357,69;277,38;288,54;251,4;251,4;251,4;270,69;270,69;270,69;357,69;419,91;419,91
18-11-2014;269,12;270,38;270,38;270,38;270,38;318,65;277,53;279,95;262,42;261,53;262,42;272,53;272,53;272,53;318,65;413,47;413,47
19-11-2014;280,95;280,47;280,47;280,47;280,47;296,08;393,53;393,53;271,54;263,96;269,44;280,92;280,92;280,92;296,08;470,03;470,03
20-11-2014;289,1;286,86;286,86;286,86;286,86;317,37;394,66;394,66;275,68;275,68;275,68;286,91;286,91;286,91;317,37;446,67;446,67
21-11-2014;291,91;289,44;289,44;333;340,61;390,87;368,42;368,42;280,46;271,48;278,26;289,34;289,34;289,34;390,87;477,82;477,82
22-11-2014;270,25;271,84;271,84;271,84;271,84;275,96;268,03;271,84;271,84;266,35;271,52;271,84;271,84;271,84;275,96;349,56;349,56
23-11-2014;254,67;254,17;254,17;254,17;254,17;254,17;237,83;254,17;254,17;250,14;254,17;261,09;261,09;261,09;254,17;334,64;334,64
24-11-2014;257,77;242,65;242,65;242,65;242,65;259,09;236,39;242,65;256,36;256,31;256,36;271,62;271,62;271,62;259,09;391,19;391,19
25-11-2014;279,79;283,44;283,44;322,46;333,92;324,96;385,83;385,83;265,51;265,51;265,51;283,71;283,71;283,71;324,96;486,41;486,41
26-11-2014;285,77;308,02;308,02;346,37;346,56;347,34;342,04;347,37;268,41;268,37;268,41;308,32;308,32;308,32;347,34;495,29;495,29
27-11-2014;279,45;296,58;296,58;304,35;304,35;305,67;266,07;304,35;267,54;267,54;267,54;297,09;297,09;297,08;305,67;474,09;474,09
28-11-2014;277,47;281,53;281,53;281,53;281,53;313,64;253,39;281,53;276,45;271,73;276,45;282,75;282,75;282,75;313,64;460,34;460,34
29-11-2014;275,99;278,07;278,07;278,07;278,07;287,82;234,83;278,07;275,71;275,71;275,71;279,4;279,4;279,4;287,82;426;426
30-11-2014;279,02;281,06;281,06;281,06;281,06;288,04;242,67;281,06;278,57;278,57;278,57;282,3;282,3;282,3;288,04;414,01;414,01
01-12-2014;288,41;290,3;290,3;290,3;290,3;379,37;258,68;290,3;278,35;278,35;278,35;291,23;291,23;291,23;383,51;511,88;511,88
02-12-2014;294,39;290,76;290,76;298,56;385,63;313,51;441,54;441,54;294,75;276,6;281,94;290,76;290,76;290,76;313,51;504,98;504,98
03-12-2014;298,43;293,13;293,13;345,57;445,13;349,01;472,61;472,61;292,56;281,85;281,87;292,8;292,8;292,8;349,01;511,61;511,61
04-12-2014;306,42;301,2;301,2;361,49;432,91;366,83;441,62;441,62;280,72;280,7;280,72;301,2;301,2;301,2;366,83;507,94;507,94
05-12-2014;289,25;289,42;289,42;294,03;308,37;310,05;344,64;344,64;280,78;280,78;280,78;289,42;289,42;289,42;310,05;502,63;502,63
06-12-2014;282,77;281,67;281,67;281,67;281,67;298,06;305,99;305,99;281,51;281,51;281,51;281,67;281,67;281,67;298,06;432,91;432,91
07-12-2014;266,33;267,63;267,63;267,63;267,63;267,7;193,5;267,63;267,63;267,63;267,63;267,63;267,63;267,63;267,7;419,02;419,02
08-12-2014;283,58;285,17;285,17;285,17;285,17;349,41;266,25;270,06;279,11;279,11;279,11;285,33;285,33;285,33;349,41;474,34;474,34
09-12-2014;292,92;289,21;289,21;289,21;289,21;327,66;352,35;378,35;281,45;281,45;281,45;289,21;289,21;289,21;327,66;485,31;485,31
10-12-2014;267,64;268,65;268,65;268,65;268,65;294,32;198,24;244,1;268,15;268,15;268,15;270,49;270,49;270,49;294,32;451,66;451,66
11-12-2014;271,23;272,19;272,19;272,19;272,19;325,76;236,07;242,34;269,6;269,6;269,6;272,89;272,89;272,89;325,76;437,62;437,62
12-12-2014;278,43;281,43;281,43;281,43;281,43;362,02;244,87;255,15;273,74;273,74;273,74;281,43;281,43;281,43;362,02;442,22;442,22
13-12-2014;280,19;281,43;281,43;281,43;281,43;286,1;257,69;260,24;279,09;279,09;279,09;281,43;281,43;281,43;286,1;400,42;400,42
14-12-2014;279,71;280,65;280,65;280,65;280,65;280,65;261,52;280,65;279,34;279,34;279,34;280,81;280,81;280,81;280,65;405,27;405,27
15-12-2014;280,09;278,3;278,3;278,3;278,3;327,57;249,98;278,3;278,79;278,79;278,79;285,36;285,36;285,36;327,57;470,42;470,42
16-12-2014;287,49;290,72;290,72;290,72;290,72;316,42;282,63;290,72;283,5;282,63;283,5;290,72;290,72;290,72;316,42;467,98;467,98
17-12-2014;307,66;310,47;310,47;310,47;310,47;369,92;294,31;308,46;297,07;297,07;297,07;312,61;312,61;312,61;369,92;419,01;419,01
18-12-2014;293,19;294,57;294,57;294,57;294,57;380,35;249,49;294,57;286,45;286,28;286,45;294,63;294,63;294,63;380,35;423,16;423,16
19-12-2014;275,19;277,1;277,1;277,1;277,1;302,32;198,75;227,01;274,99;273,2;274,99;278,49;278,49;278,49;302,32;376,99;376,99
20-12-2014;262,74;264,4;264,4;264,4;264,4;265,27;61,45;257,04;264,4;264,4;264,4;270,14;270,14;270,14;313,93;357,46;357,46
21-12-2014;265,01;266,8;266,8;266,8;266,8;266,8;101,6;266,8;266,71;266,63;266,71;268,08;268,08;268,08;294,31;356,66;356,66
22-12-2014;263,28;266,16;266,16;266,16;266,16;290,19;69,13;177,11;266,16;266,01;266,16;269,84;269,84;269,84;290,19;371,62;371,62
23-12-2014;269,44;270,37;270,37;270,37;270,37;293,89;157,69;270,37;270,37;270,05;270,37;275,11;275,11;275,11;293,89;373,24;373,24
24-12-2014;266,19;267,07;267,07;267,07;267,07;285;179,04;259,49;267,07;266,05;267,07;268,37;268,37;268,37;285;314,65;314,65
25-12-2014;272,63;272,83;272,83;272,83;272,83;311,65;185,95;272,83;272,83;272,1;272,83;273,96;273,96;273,96;311,52;349,04;349,04
26-12-2014;283,17;281,8;281,8;281,8;281,8;318,38;281,8;282,09;281,8;281,8;281,8;281,8;281,8;281,8;318,38;367,85;367,85
27-12-2014;286,83;287,29;287,29;287,29;287,29;287,52;285,72;287,29;286,57;285,72;286,47;287,29;287,29;287,29;287,52;374,54;374,54
28-12-2014;300,17;297,72;297,72;302,33;302,33;303,59;300,59;302,65;300,11;299,58;300,11;297,72;297,72;297,72;303,59;399,73;399,73
29-12-2014;390,96;332,82;332,82;357,4;364,89;863,6;345,65;364,89;346;345,5;346;314,5;314,5;314,5;863,6;870,51;870,51
30-12-2014;286,59;283,32;283,32;283,32;283,32;355,74;279,27;283,32;283,07;283,06;283,07;283,32;283,32;283,32;355,74;434,29;434,29
31-12-2014;262;261,28;261,28;261,28;261,28;312,22;261,28;261,28;261,28;261,28;261,28;261,48;261,48;261,48;312,22;397,61;397,61
